gene_id	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AS-01A-11R-A12P-07	TCGA-AR-A1AV-01A-21R-A12P-07	TCGA-AR-A1AW-01A-21R-A12P-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07
ACTB|60	104388.755	70203.8617	31377.5241	98516.4193	129542.0982	66163.1175	96902.1302	52212.535	62104.9436	113526.4714	43672.9165
ACTBL2|345651	9.6386	1.7961	0	54.8808	1.3507	0	0.3784	0.3501	0	1.6676	13.8763
ACTC1|70	2.4096	3.1432	2.1144	0.4498	1.3507	0.8675	2.2701	1.4006	4.3365	0.4169	0.3304
ACTG1|71	80738.1526	47939.3803	50875.5682	111357.6248	146434.489	75307.1033	74516.0802	79343.4874	33522.1162	125883.9421	45347.9805
ACTG2|72	59.0361	3226.7625	128.5548	461.5385	228.2756	58.7024	32.1604	16.1064	60.2775	756.265	3748.5752
ACTL6A|86	1163.4538	562.6403	962.8925	839.8561	1777.5777	1456.861	1213.7722	1375.3501	526.0191	1158.1611	917.8161
ACTL6B|51412	0	0	8.8804	0	0	0	0	0	0	0	0
ACTL7A|10881	0	0	0	0	0	0	0	0	0	0	0
ACTL7B|10880	0	0	0	0	0	0	0	0	0	0.4169	0
ACTL8|81569	1.2048	0	1.2686	0.4498	40.5223	150.3707	0.7567	0	0	0.8338	0.3304
ACTL9|284382	0	0	0	0	0	0	0.3784	0	0	0	0
ACTN1|87	7823.2932	8806.0171	2667.0895	6155.6455	7968.4827	4957.0287	2187.2872	4832.2829	5851.6912	7602.6732	7947.7988
ACTN2|88	0.4016	1.7961	0.8458	134.9528	0.9005	1.1567	26.4851	58.8235	3.4692	251.3935	1.9823
ACTN3|89	0	0.449	0.4229	0	0	0.2892	1.1351	0	2.1683	4.586	1.3215
ACTN4|81	10640.8233	9910.1661	8980.0782	11266.0819	9098.8609	8894.0436	6940.2043	7268.1127	8309.6964	9355.6822	9065.2614
ACTR10|55860	703.6145	1011.6749	1234.8028	677.013	869.4282	972.4937	766.5532	972.3389	1056.8083	944.7059	1101.8419
ACTR1A|10121	2587.5502	3226.7625	1786.6582	2805.2182	2857.7217	2139.6019	2800.227	2371.8487	3567.216	4042.7244	1761.6255
ACTR1B|10120	1085.9438	1475.9767	1107.0938	1237.5169	844.6646	891.2357	909.9508	1078.7815	1513.4432	947.6243	1268.3571
ACTR2|10097	6274.6988	3940.2784	4781.0551	6351.327	5605.5831	7548.3211	9837.6844	5914.2157	5500.8673	6072.6331	5033.4517
ACTR3|10096	3154.6185	2167.9389	2451.4219	6126.4058	4466.0063	3411.9695	6286.417	3038.5154	2549.4363	4214.0722	2739.9025
ACTR3B|57180	112.0482	122.5864	218.2049	125.5061	167.4921	161.3594	260.6886	221.2885	67.216	133.4095	291.4017
ACTR3C|653857	62.249	17.0633	47.3623	22.4921	9.9054	16.4829	38.9709	22.0588	8.673	50.0286	42.2896
ACTR5|79913	361.4458	164.7957	159.002	272.6046	253.9397	217.7484	266.7423	229.3417	118.8205	242.2216	192.9462
ACTR6|64431	502.008	521.3291	536.2089	428.7	485.367	763.7098	565.2667	765.7563	369.0373	356.4535	785.6612
ACTR8|93973	442.1687	469.6902	371.7095	762.0333	628.9959	581.819	648.5055	443.9776	472.68	358.538	634.6742
ACTRT1|139741	0	0	0	0	0	0.2892	0.3784	0	0	0	0
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0	0
ACVR1|90	686.3454	991.4683	954.4349	1503.3738	895.9928	948.2031	667.045	731.4426	1094.9696	1358.6923	1163.294
ACVR1B|91	999.5984	1210.1482	1016.1751	1407.5574	1109.8604	1839.7279	925.8418	1283.2633	810.0607	990.5654	1252.4986
ACVR1C|130399	4.8193	1602.6044	195.3695	14.8448	1.801	6.9402	29.1336	10.1541	3782.7407	74.209	383.5797
ACVR2A|92	95.1807	501.1226	76.118	180.8367	136.8753	254.1844	306.0916	191.1765	431.0494	342.2787	839.8447
ACVR2B|93	245.3815	384.8226	311.6609	367.5214	446.1954	227.002	380.6281	797.619	273.2003	452.7584	801.1894
ACVRL1|94	387.1486	1063.7629	227.5082	388.664	246.7357	315.2002	596.2921	157.2129	1930.6158	678.3039	612.5382
ACY1|95	1302.4739	794.6385	721.8522	679.7121	1252.9896	554.6366	272.0393	614.4713	622.7233	314.517	459.5688
ACY3|91703	0.8032	12.573	0.4229	10.7962	0	0	55.997	2.451	0.4337	2.5014	8.9205
ACYP1|97	31.3253	74.0907	84.1527	26.0909	57.1814	54.0756	58.2671	64.0756	49.4363	51.2793	62.4432
ACYP2|98	97.1888	209.2501	133.2065	87.7193	76.0919	71.7153	76.8067	40.2661	227.2333	89.6345	167.5064
ADA|100	98.3936	150.4266	75.2722	120.5578	47.276	119.7182	364.737	104.3417	219.4276	152.1702	55.5051
ADAD1|132612	0	0	0	0	0	0	0	0	0	0	0
ADAD2|161931	2.4096	6.7355	0	0.5803	0	1.4459	0.7567	1.4006	11.6132	0	1.4174
ADAL|161823	411.6466	197.5752	238.0801	171.39	237.7308	212.5432	146.4245	213.2353	266.6956	114.6488	125.2168
ADAM10|102	1273.8956	1327.7952	757.3739	2483.1309	1307.0689	2515.8178	1720.7719	2008.7535	1247.6149	1745.5798	3479.6399
ADAM11|4185	4.4177	16.6143	3.383	1.7994	1.3507	10.4103	13.2425	9.8039	8.2394	5.4198	17.8409
ADAM12|8038	1396.7871	1548.7203	220.7422	1738.6415	1639.8019	2505.9859	1780.9308	779.7619	2016.0451	4163.2098	610.5559
ADAM15|8751	6822.0884	3078.6125	1272.5193	5007.274	7471.4318	7034.8889	1731.3659	2320.4272	4272.0252	4843.1813	1796.977
ADAM17|6868	653.8153	697.3507	340.8394	747.1885	709.5903	597.7236	858.8725	726.8908	683.4345	828.8064	993.1445
ADAM18|8749	0	0	0	0	0	0	0	0.7003	0	0	0
ADAM19|8728	492.7711	91.6031	231.3141	362.1233	463.3048	478.5837	2332.5766	484.944	191.2402	1016.4135	143.0577
ADAM2|2515	0	0	0	0	0	0	0	0	0	0	0
ADAM20|8748	0	2.2452	0.4229	2.2492	1.3507	0.5783	0.3784	0.3501	1.301	1.6676	1.3215
ADAM21|8747	2.8112	2.2452	2.1144	2.2492	4.5025	3.4701	9.8373	4.902	3.9029	1.2507	6.6077
ADAM21P1|145241	0.4016	2.2452	0	0	1.801	0.5783	2.6485	2.8011	1.301	1.6676	1.6519
ADAM22|53616	93.5743	67.8042	42.7106	64.3275	8.5547	99.7652	103.6701	61.2745	280.5724	27.9326	84.5792
ADAM23|8745	9.6386	9.8788	0.8458	8.0972	6.3035	26.3149	110.1022	12.605	55.5074	32.1017	15.1978
ADAM28|10863	56.2249	64.661	44.825	99.865	104.9077	38.7494	658.7212	65.1261	31.2229	116.7333	95.482
ADAM29|11086	1.2048	0	0	56.2303	3.1517	6.0727	1.1351	7.7031	0.4337	32.5186	0.3304
ADAM30|11085	0	0	0	0	0	0	0	0	0	0	0
ADAM32|203102	129.3173	40.4131	0.4229	2.6991	1.801	12.1453	3.0269	16.4566	39.8959	37.5214	39.9769
ADAM33|80332	44.9799	886.3943	42.2878	88.6235	9.9054	14.7479	62.8074	35.014	677.9575	99.6402	321.9988
ADAM3A|1587	0	0	0	0	0	0	0	0	0	0	0
ADAM5P|255926	0	0	0	0	0	0	0	0	0	0	0
ADAM6|8755	2954.008	68355.8689	2706.5398	5707.9982	1115.7857	177.1049	541650.14	3779.5903	670.5898	31140.4093	40778.0887
ADAM7|8756	0	0	0	0	0	0	0	0	0	0	0
ADAM8|101	254.6185	59.2726	37.6361	1303.6437	842.8636	484.0781	589.4816	172.2689	39.4623	880.5026	48.5669
ADAM9|8754	601.6064	1535.6982	1234.8028	1694.1071	3133.7235	3767.0758	1373.4393	1978.2913	2656.9818	1857.7271	2195.4241
ADAMDEC1|27299	21.6867	0.449	5.4974	23.8417	10.8059	66.221	2888.7628	304.6218	10.4076	278.4923	25.4398
ADAMTS1|9510	783.5341	4845.0831	205.5186	378.7674	83.7461	416.1221	698.0704	844.1877	12690.3729	565.3227	2416.1229
ADAMTS10|81794	30.1205	331.8366	18.1837	196.1314	131.9226	115.959	98.7514	38.5154	578.9245	167.1788	91.5173
ADAMTS12|81792	326.1044	338.123	46.9394	373.3693	276.9023	1065.3187	167.6126	324.93	769.7311	1386.208	177.0876
ADAMTS13|11093	32.1285	62.8648	88.3814	44.0846	52.2287	46.2679	65.8343	86.1345	40.3296	12.5071	42.9504
ADAMTS14|140766	65.8635	7.1846	16.0694	183.9856	131.4723	240.304	79.8335	157.563	8.673	255.9795	3.3039
ADAMTS15|170689	899.5984	369.1064	1986.2565	162.843	487.6182	401.6633	463.4885	538.1653	511.2749	94.6374	189.6424
ADAMTS16|170690	7.6305	115.4019	2.5373	279.3522	49.9775	268.3539	36.3224	8.7535	225.9324	758.7665	25.4398
ADAMTS17|170691	7.2289	26.493	97.2619	30.5893	9.005	20.5314	13.9992	7.3529	29.9219	48.7778	36.0122
ADAMTS18|170692	10.4418	104.6251	6.766	9.8965	0.4502	5.4943	9.4589	11.5546	432.3504	33.7693	104.4024
ADAMTS19|171019	159.4378	4.0413	317.5811	0.4498	2.2512	2.8917	37.8358	1.0504	3.0356	10.8395	8.5901
ADAMTS2|9509	335.3414	1216.8837	68.0833	656.3203	519.5858	1424.7626	704.5025	315.8263	1135.7329	1693.4667	262.9884
ADAMTS20|80070	0	0	0.4229	0	0	0	0	0.3501	0	0.8338	0
ADAMTS3|9508	22.8916	67.3552	2.1144	22.942	15.3084	13.8804	24.5933	9.1036	244.5794	37.9383	116.9571
ADAMTS4|9507	2317.6707	332.7346	533.6716	462.888	1395.7677	797.254	1016.2694	253.1513	1551.6045	1350.3542	57.4874
ADAMTS5|11096	166.6667	3348.0018	57.0885	269.4557	76.0919	178.1315	351.4945	29.4118	2761.9254	630.3598	3034.6081
ADAMTS6|11174	50.2008	28.2892	4.6517	47.2335	32.8681	108.7296	40.8627	71.0784	48.569	110.8966	17.5105
ADAMTS7|11173	120.0803	140.0988	65.546	132.7036	182.3503	241.1715	72.6447	75.2801	343.4519	486.9446	28.7437
ADAMTS8|11095	6.0241	19.3085	170.8426	39.5861	5.8532	5.7835	21.5664	2.1008	6.5048	28.3495	117.2875
ADAMTS9|56999	285.1406	627.7503	87.9586	250.5623	73.3904	158.1784	218.6909	108.5434	1464.0069	395.2256	734.7815
ADAMTSL1|92949	122.0884	151.3247	84.9984	202.4291	30.1666	131.5744	225.8797	258.0532	322.6366	225.9623	138.7627
ADAMTSL2|9719	85.5422	65.559	178.0315	191.6329	188.6538	136.4903	75.6716	42.7171	141.3703	519.4632	11.2332
ADAMTSL3|57188	39.3574	321.5088	70.1977	170.0405	32.4178	156.4434	316.6856	186.6246	760.1908	197.6128	137.1108
ADAMTSL4|54507	463.4538	782.6673	1316.8411	317.139	72.0396	78.3663	239.8789	74.2297	2016.4788	175.1	345.2548
ADAMTSL5|339366	197.992	21.1046	153.9275	209.6266	192.706	60.7266	17.0261	9.1036	11.2749	57.5328	38.3249
ADAP1|11033	336.9076	84.1311	12.5806	243.1804	154.5025	161.1107	133.8176	61.7577	102.2463	119.9393	83.6045
ADAP2|55803	353.4137	386.1697	197.9068	320.2879	353.8946	237.1231	490.3519	187.3249	357.7624	396.8932	201.5363
ADAR|103	11183.1325	5691.9623	13756.211	13340.081	11651.0581	15289.2323	22925.4635	18380.9524	5496.9644	18831.583	7776.6581
ADARB1|104	251.8072	818.59	249.9207	347.7283	292.2107	424.7973	550.1324	315.4762	915.8716	828.3895	796.564
ADARB2|105	5.2209	8.0826	0	13.0454	0	1.1567	8.7022	10.8543	12.5759	0	1.3215
ADAT1|23536	459.8394	325.101	155.619	286.9996	373.2553	776.1443	390.8437	585.4342	284.4753	479.8573	473.4451
ADAT2|134637	36.1446	175.1235	37.6361	60.7287	39.6218	70.2694	212.6372	99.4398	91.0668	82.1302	245.1474
ADAT3|113179	7.6305	15.7162	53.2826	53.0814	40.9725	22.2664	9.4589	4.5518	8.673	19.1776	6.9381
ADC|113451	100.8032	111.8096	125.1718	152.0468	130.1216	159.6243	303.0647	177.521	83.2611	212.2045	153.2997
ADCK1|57143	144.5783	210.1482	149.2758	98.0657	164.3404	165.697	130.9118	146.3585	231.1362	348.5323	134.7981
ADCK2|90956	1692.7711	760.6646	1535.046	1023.8417	737.5056	866.6559	811.1994	758.0532	548.1353	975.14	667.0521
ADCK4|79934	542.5703	482.2631	1049.5824	817.3639	629.8964	572.8546	517.2153	509.8039	495.6635	469.8515	433.7986
ADCK5|203054	114.8594	65.559	145.047	192.5326	101.756	83.2822	174.8014	222.6891	66.7823	102.5585	52.5316
ADCY1|107	678.3133	257.7458	7639.2853	396.3113	1307.0689	3008.282	1212.2588	3508.0532	239.8092	732.9184	275.2127
ADCY10|55811	0.8032	0.8981	1.2686	5.848	35.1193	23.7123	0.7567	9.1036	3.9029	0.8338	2.9735
ADCY2|108	47.3896	57.4764	2.9601	16.6442	31.5173	128.6826	299.6595	3.8515	73.7207	351.4506	72.3548
ADCY3|109	1419.7831	1506.1159	598.8413	1577.265	411.828	748.2707	766.9769	942.7381	1996.4831	850.2604	1209.1055
ADCY4|196883	77.51	679.8383	142.0869	96.7161	22.0621	148.9248	99.5081	50.4202	1336.0798	180.9366	286.1155
ADCY5|111	71.4859	919.6228	76.118	237.9667	2.2512	4.916	502.4593	3.8515	1068.9506	240.554	311.5553
ADCY6|112	1488.755	3002.2452	1575.2194	1531.7139	1863.1247	3037.4886	836.9277	2418.0672	6579.7918	1123.1411	2224.1678
ADCY7|113	277.1084	806.4661	136.5895	570.4004	437.6407	580.6623	1945.1381	607.1429	1248.4822	1034.7573	498.2242
ADCY8|114	1.6064	0.449	936.2512	0	2.7015	0	0	0	4.3365	0.8338	5.6166
ADCY9|115	655.4217	807.3642	1040.2791	1096.7161	1141.828	1206.4359	743.8517	1121.1485	807.0252	558.2353	674.651
ADCYAP1|116	1.2048	0	1.2686	13.0454	25.6641	15.9046	5.297	2.8011	9.974	2.9183	6.6077
ADCYAP1R1|117	1.6064	42.2093	0	2.6991	0.9005	4.6268	0.7567	0.3501	138.3348	30.0171	53.5228
ADD1|118	4510.4418	7096.9915	4279.5221	5320.2879	4248.5367	4546.1118	5026.8634	4581.5826	8843.8855	6297.3447	5916.5772
ADD2|119	25.3012	63.7629	5.9203	48.583	3.602	11.8562	82.1037	12.9552	83.2611	12.5071	56.1659
ADD3|120	355.0201	2514.1446	1309.2293	516.4193	193.1562	489.2832	3161.5588	1316.1765	3437.5542	1268.6408	3320.7235
ADH1A|124	0	249.6632	0	1.7994	0	4.0484	1.1351	0	569.8179	14.1748	43.6111
ADH1B|125	17.6707	25471.0373	76.118	488.0792	1.801	227.5803	192.9625	0.3501	71247.6149	2786.5907	6456.4302
ADH1C|126	40.1606	356.9825	1.6915	20.6928	7.6542	9.8319	13.6209	38.1653	613.6167	59.6174	203.5186
ADH4|127	0	40.8621	0	0.8997	0	0.2892	0	0.7003	10.8413	5.0029	21.8056
ADH5|128	1349.3976	3442.2991	1031.8215	2286.0999	1710.0405	1376.7596	1648.1271	1581.9328	4434.9523	1798.9436	3221.6073
ADH6|130	0.4016	2.2452	0	0.8997	0	0.8675	0	0	2.1683	1.2507	1.9823
ADH7|131	9.2369	0	0	0	0	0	0	2.451	0	0	0
ADHFE1|137872	33.3333	366.8612	187.3348	47.2335	56.281	32.3875	143.0193	29.0616	598.0052	30.8509	228.2977
ADI1|55256	1108.4337	1929.5016	446.5588	907.7823	1303.4669	176.3964	947.0299	809.5238	2439.2888	1422.0618	1132.2375
ADIG|149685	0	0	0	0	0	0	0	0	0	0	0.3304
ADIPOQ|9370	3.6145	29523.1253	103.605	457.04	0.9005	294.6688	149.4514	0	117839.9827	2653.1812	4737.0942
ADIPOR1|51094	5287.1486	2346.6547	4352.68	4240.2159	4249.8874	5649.0232	3035.1873	4598.0392	2254.987	5232.9872	2328.5702
ADIPOR2|79602	3581.5261	6460.2604	1668.2525	2197.031	2043.2238	9513.2615	1745.7435	6976.5406	4921.9428	1437.9041	2006.4426
ADK|132	450.2008	355.1863	313.3524	458.3896	551.5534	404.5551	314.0371	467.0868	345.1865	227.6299	333.0305
ADM|133	52.2088	1556.8029	145.047	242.4651	398.4692	50.8947	99.5081	116.9468	1702.9488	136.3278	164.8633
ADM2|79924	255.0201	59.7216	631.3564	231.6689	337.2355	88.1982	182.7469	271.0084	13.8768	227.213	78.6322
ADNP|23394	6194.3775	2486.3044	2405.7511	6951.8668	2810.4457	3664.9972	4665.5316	4854.3417	1895.0564	4643.484	4041.6288
ADNP2|22850	494.7791	655.5905	509.1447	609.9865	810.4457	611.604	711.3129	1641.1064	529.9219	1033.5066	920.7896
ADO|84890	528.5141	591.8276	478.2747	530.8142	626.2945	569.9629	816.118	656.1625	550.7372	719.1605	820.6822
ADORA1|134	3779.5181	471.0373	1040.2791	378.7674	481.3147	912.9238	249.7162	208.3333	305.7242	105.4769	565.2928
ADORA2A|135	1810.0321	71.3965	60.0402	51.7319	574.9662	106.7054	346.1899	1168.4139	73.7207	416.9046	88.8742
ADORA2B|136	159.0361	79.0301	21.1439	30.1395	42.7735	19.953	23.4582	32.2129	34.6921	34.1862	83.9184
ADORA3|140	338.9558	264.0323	136.1666	222.6721	306.1684	168.5887	115.3992	57.423	55.0737	300.5883	154.6213
ADPGK|83440	1209.0241	872.537	789.8848	899.4242	1048.6267	1170.6737	1249.0844	702.6015	672.732	969.9245	907.2504
ADPRH|141	179.5181	569.8249	180.5688	188.9339	252.5889	408.3143	439.2736	257.0028	724.6314	324.7687	362.1046
ADPRHL1|113622	18.4739	114.0548	318.4269	124.6064	200.3602	108.7296	52.2134	43.0672	54.6401	194.2776	83.588
ADPRHL2|54936	918.0723	639.8743	441.4843	828.1601	918.5052	498.826	513.0533	526.2605	477.8838	1120.2228	486.3302
ADRA1A|148	0.4016	84.8675	1.2686	1.7994	0	1.4459	0	0	226.7997	2.5014	8.9205
ADRA1B|147	6.4257	101.4818	41.8649	9.8965	3.602	12.7237	116.5342	2.1008	63.7467	15.4255	17.8409
ADRA1D|146	18.0723	10.7768	3.383	2.2492	2.7015	1.735	1.1351	4.2017	6.5048	7.0874	4.9558
ADRA2A|150	196.3855	1404.5802	36.7904	194.332	150.833	147.7682	662.8831	907.9132	2239.3755	572.4101	617.494
ADRA2B|151	27.7108	192.1868	24.104	5.3981	3.1517	4.916	12.4858	6.6527	74.588	4.586	9.9116
ADRA2C|152	21.2851	124.3826	4.2288	49.4827	9.4552	2.8917	18.1612	32.2129	153.0789	25.4312	22.136
ADRB1|153	0	159.8563	27.487	85.4701	1.3507	1.735	15.5127	1.7507	256.7216	7.0874	15.8586
ADRB2|154	14.0562	586.8882	7.6118	16.1943	26.5646	101.5002	71.888	53.9216	785.3426	38.3552	118.9395
ADRB3|155	0	0.449	0	0.4498	0.4502	0.2892	0	0	11.2749	5.4198	1.9823
ADRBK1|156	1051.4056	1518.6349	1209.0073	2042.2852	1551.5534	3612.0782	2960.6508	2613.0952	1646.5742	2368.4353	1345.007
ADRBK2|157	698.7952	1699.5959	631.3564	378.7674	700.1351	443.8828	1113.8857	1047.9692	2820.4683	760.4341	1635.0871
ADRM1|11047	1649.7992	907.0498	1366.3178	3148.448	1254.3899	1117.9485	1183.5036	1213.9356	1181.2663	1750.9995	602.6266
ADSL|158	782.7309	895.824	1264.8271	475.0337	1136.425	497.3801	772.6069	842.437	645.7069	814.2148	888.4117
ADSS|159	1500	918.2757	2168.5168	2125.0562	3104.0072	2581.4604	1766.5532	2833.6835	672.5932	1851.4735	1559.098
ADSSL1|122622	31.3253	218.2308	134.0522	45.4341	135.0743	65.6426	18.5395	40.6162	250.2168	56.699	83.2576
AEBP1|165	11807.6305	6536.1473	1877.9998	13916.3293	13983.7911	15909.2224	8375.3311	11661.7647	8157.8491	40036.6042	3450.5658
AEBP2|121536	538.9558	624.1581	545.5122	590.1934	477.7127	729.298	727.9607	591.3866	537.7277	258.064	974.6428
AEN|64782	635.743	324.652	370.8637	363.0229	429.086	515.8872	402.9512	449.2297	232.4371	431.0794	364.7477
AES|166	7719.6787	7182.308	11692.9908	8013.9451	5008.1045	4636.6234	3633.7495	5092.437	5709.4536	7525.1289	4252.0856
AFAP1|60312	1063.4538	1416.6861	526.432	1296.8871	1310.4953	1904.7835	1719.3606	1627.7346	1730.2602	2060.7513	1627.8087
AFAP1L1|134265	298.3936	841.4908	139.5496	116.0594	86.4475	298.428	90.8059	92.437	1823.5039	312.6785	296.0271
AFAP1L2|84632	441.3655	863.0445	233.0056	239.3162	152.1837	559.8418	426.4094	2023.4594	489.5924	490.2799	1003.7169
AFARP1|246182	1.2048	0.8981	8.4576	0.8997	1.3507	1.1567	1.8918	1.4006	3.4692	0.4169	3.3039
AFF1|4299	2376.3052	2743.1522	1328.6817	3687.8093	2099.5047	2815.4026	3597.8055	3150.9104	3777.1032	2142.8899	2837.6972
AFF2|2334	8.8353	63.7629	6.3432	9.4467	4.5025	17.9288	76.8067	5.6022	147.8751	30.0171	56.8266
AFF3|3899	1585.5422	960.485	3698.4882	730.0945	167.4921	1580.6276	2345.8191	3504.902	508.2394	2215.4313	3501.4454
AFF4|27125	2793.1727	2968.5676	3416.8517	4874.4939	2519.5858	8552.9131	4415.0586	4258.7535	2748.4822	3412.7815	5610.3081
AFG3L1|172	229.7189	233.498	153.0817	244.7143	226.9248	256.7869	260.6886	327.7311	190.8066	225.9623	222.3507
AFG3L2|10939	1420.3614	1146.7086	1044.8716	739.1678	1571.7335	938.4781	959.1033	2034.3102	981.2099	1236.8644	1383.3947
AFM|173	0	0.449	0	0	0	0	0	0	0	0	0.3304
AFMID|125061	373.0924	548.7203	986.9965	349.5277	859.0725	705.5857	478.2444	281.1625	389.4189	798.7893	469.4805
AFP|174	1.2048	0.8981	0	5.848	0	0	15.891	5.2521	1.301	183.855	296.0271
AFTPH|54812	2326.9076	1230.8038	2144.4127	2391.363	1937.8658	3014.6438	2284.1468	2391.4566	1016.9124	1360.7768	2283.968
AG2|387763	68.2731	333.1837	105.2965	120.5578	175.5966	94.2709	72.6447	56.0224	1157.8491	136.7447	55.1747
AGA|175	1010.8434	461.6075	592.0288	463.7877	656.4611	751.8536	494.1355	635.5042	490.026	598.2582	441.0672
AGAP1|116987	321.6867	504.2658	222.8565	1688.2591	615.4885	368.9866	479.7579	676.4706	385.9497	472.353	779.7142
AGAP11|119385	9.6787	232.07	20.721	32.8385	36.0198	38.0611	24.6008	31.5126	395.9237	22.9298	162.5605
AGAP2|116986	28.1325	67.9659	63.161	85.686	32.8005	36.0022	479.6557	55.8368	63.1266	103.0255	74.8393
AGAP3|116988	953.4137	1152.6718	1271.5932	1703.1039	834.7591	1284.8021	899.7351	1077.0308	1194.2758	1077.6985	1153.3823
AGAP4|119016	69.0763	248.7652	85.8442	167.7913	133.7235	167.7212	264.4722	167.3669	135.2992	149.2519	238.2093
AGAP5|729092	33.7791	91.9443	22.5563	22.942	41.9856	73.4908	112.5728	54.7864	56.5655	33.3524	80.7995
AGAP6|414189	39.3574	164.7957	55.397	119.2083	52.679	51.7622	171.3961	95.5882	65.4814	92.5528	134.4677
AGAP7|653268	6.4257	38.617	2.5373	21.5924	3.1517	15.0371	10.9724	25.2101	4.7702	7.9212	6.6077
AGAP8|728404	3.2129	24.6969	9.3033	31.9388	32.4178	24.869	71.888	43.4174	29.4883	27.5157	98.1251
AGBL1|123624	0	0	0	0	0.4502	2.0242	0	1.0504	0	0	0
AGBL2|79841	11.245	11.2259	19.8753	12.1457	19.3606	30.6525	18.1612	12.605	2.6019	6.2536	16.189
AGBL3|340351	1.6064	6.7355	2.9601	4.9483	1.3507	6.0727	9.0806	4.5518	9.974	2.0845	6.9381
AGBL4|84871	11.245	5.3884	11.8406	6.7476	19.8109	7.8077	6.8104	27.6611	3.0356	5.8367	11.8939
AGBL5|60509	1343.3775	769.6587	858.04	495.2767	547.9649	495.0725	459.3379	601.5546	561.5828	534.059	833.2436
AGER|177	4.4177	38.1679	20.721	11.2461	16.2089	24.869	72.6447	31.8627	37.294	22.9298	51.8708
AGFG1|3267	1037.3494	2220.476	825.0344	1722.897	2062.5844	1671.1392	1767.3099	1447.1289	2849.0893	1369.1149	1861.0721
AGFG2|3268	471.8876	527.6156	1038.5876	473.6842	378.6583	338.6233	407.8698	258.0532	479.1847	269.7373	421.9047
AGGF1|55109	1220.4819	819.4881	1004.7574	945.5691	575.8667	1314.5871	1033.6739	1269.958	868.17	915.9395	1144.4619
AGK|55750	593.1727	559.048	578.0738	568.1511	515.0833	715.4176	686.7196	640.7563	475.7155	456.9275	605.2697
AGL|178	114.8594	946.5649	324.7701	493.0274	1114.8131	3082.0214	645.4786	3844.1877	1913.2697	1374.1177	1698.8519
AGMAT|79814	70.6827	8.9807	20.721	26.0909	19.3606	64.1967	115.0208	20.6583	1.301	19.5945	15.8586
AGPAT1|10554	2048.9277	1914.4275	2352.6588	1086.1583	2257.9018	1990.7233	1674.8657	1985.4482	1933.0572	2173.5741	1627.5411
AGPAT2|10555	539.3574	5374.9439	1106.248	690.0585	701.9361	656.426	274.3095	497.8992	8712.9228	943.0383	447.0141
AGPAT3|56894	2787.5502	2691.0642	3533.143	2360.7737	2384.9617	2600.546	1988.2709	3130.9524	2526.8864	2247.533	1648.3026
AGPAT4|56895	81.1245	293.6686	13.955	197.4809	140.027	127.8151	93.4544	75.9804	315.6982	273.0725	301.6437
AGPAT5|55326	695.9839	427.93	1720.6893	441.2955	374.606	585.2891	658.7212	1044.4678	265.3946	263.4837	1057.9004
AGPAT6|137964	3097.992	1652.8963	4145.047	1860.099	2148.5817	3256.972	1157.0185	3065.4762	1833.9115	1536.7105	2017.015
AGPAT9|84803	100.4016	153.1208	33.8302	52.1817	16.6592	16.7721	61.294	32.563	113.183	53.3638	227.6369
AGPHD1|123688	106.0241	84.8675	16.4922	44.9843	22.9626	21.9773	13.6209	16.1064	70.6852	80.4626	57.4874
AGPS|8540	1373.8956	1326.4481	1969.7642	1801.6194	616.8393	1700.3459	833.9009	1432.423	1977.4501	952.2102	984.5544
AGR2|10551	6681.5261	551.8635	4726.081	33792.1727	11255.7407	11163.0019	3287.1737	4695.3782	58.5429	8211.7709	1842.9008
AGR3|155465	3760.6426	138.7517	231.3141	2735.9424	1302.5664	4431.0203	733.636	3755.6022	48.1353	2879.1435	543.8176
AGRN|375790	3733.7349	2247.4181	3961.5181	8233.0184	4508.3296	2656.935	3593.6436	3516.4566	1189.072	7004.8319	3154.5387
AGRP|181	0.4016	0	0	0	0	0.8675	1.1351	0.3501	0	0.8338	0.3304
AGT|183	293.1727	229.4567	449.9419	156.9951	236.8303	256.2086	125.6148	166.6667	143.9722	26.6819	20.1536
AGTPBP1|23287	69.0763	422.0925	282.9052	242.915	204.8627	276.74	463.1101	305.3221	506.0711	237.6357	460.2296
AGTR1|185	24.8996	550.5164	2881.4885	35.5376	20.7114	41.0628	34.4306	221.2885	915.0043	97.1388	205.5009
AGTR2|186	0	0	0	0	0	0	0	0	0	0	0
AGTRAP|57085	924.0964	586.4392	866.0535	1348.628	1442.5934	779.9035	622.3988	471.2885	496.0971	1434.5689	576.8564
AGXT|189	0	17.5123	0	0.4498	0	0	0	0	7.8057	5.0029	2.3127
AGXT2|64902	0.8032	0	0	0	0	0	0	0	0	0.4169	1.9823
AGXT2L1|64850	21.2851	2.6942	0	0	0.9005	13.5912	1.8918	11.5546	2.6019	0	0
